Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
942;21100792560;"Law and Financial Markets Review";journal;"17521459, 17521440";0,200;Q4;10;7;50;0;38;46;0,12;0,00;37,50;0;2;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2007, 2014-2023";"Law (Q3); Finance (Q4)";"Economics, Econometrics and Finance; Social Sciences"
943;21101059922;"Russian Peasant Studies";journal;"25001809, 29492564";0,200;Q3;4;19;113;304;29;101;0,33;16,00;30,00;0;10;Russian Federation;Eastern Europe;"Russian Presidental Academy of National Economy and Public Administration";"2019-2023";"History (Q1); Archeology (Q2); Cultural Studies (Q2); Agricultural and Biological Sciences (miscellaneous) (Q3); Anthropology (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Geography, Planning and Development (Q3)";"Agricultural and Biological Sciences; Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
944;19700182739;"Review of Development Finance";journal;"18799337";0,199;Q4;32;9;28;556;21;28;0,85;61,78;36,84;0;5;South Africa;Africa;"AfricaGrowth Institute";"2011-2023";"Economics and Econometrics (Q4); Finance (Q4)";"Economics, Econometrics and Finance"
945;20062;"Economie et Statistique";journal;"17775574, 03361454";0,197;Q4;16;15;59;506;28;56;0,44;33,73;50,00;2;6;France;Western Europe;"Institut National de la Statistique et des Etudes Economiques";"1977-1998, 2007-2023";"Sociology and Political Science (Q3); Economics and Econometrics (Q4); Statistics and Probability (Q4)";"Economics, Econometrics and Finance; Mathematics; Social Sciences"
946;12100156731;"South Asia Economic Journal";journal;"0973077X, 13915614";0,197;Q3;20;11;33;391;32;33;0,40;35,55;20,00;0;8;India;Asiatic Region;"Sage Publications India Pvt. Ltd";"2000-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3)";"Economics, Econometrics and Finance"
947;18300156729;"Applied Econometrics and International Development";journal;"15784487";0,196;Q4;14;14;42;566;26;42;0,52;40,43;30,43;1;8;Spain;Western Europe;"Euro-American Association of Economic Development Studies";"2009-2023";"Development (Q3); Political Science and International Relations (Q3); Economics and Econometrics (Q4); Finance (Q4)";"Economics, Econometrics and Finance; Social Sciences"
948;21101023975;"European Public and Social Innovation Review";journal;"25299824";0,196;Q3;4;12;38;519;23;37;0,52;43,25;44,00;0;9;Spain;Western Europe;"Sinnergiak Social Innovation";"2019-2023";"Development (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Economics, Econometrics and Finance; Social Sciences"
949;21100894549;"New Labor Forum";journal;"15572978, 10957960";0,196;Q3;11;38;134;24;68;101;0,41;0,63;25,00;0;18;United States;Northern America;"SAGE Publications Inc.";"2015-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3); Industrial Relations (Q3); Social Sciences (miscellaneous) (Q3); Urban Studies (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
950;19500157818;"Cuadernos de Desarrollo Rural";journal;"01221450, 22157727";0,194;Q4;14;4;38;182;24;38;0,37;45,50;20,00;0;2;Colombia;Latin America;"Pontificia Universidad Javeriana";"2008-2023";"Geography, Planning and Development (Q3); Agronomy and Crop Science (Q4); Economics and Econometrics (Q4)";"Agricultural and Biological Sciences; Economics, Econometrics and Finance; Social Sciences"
951;21100237213;"Danube";journal;"18048285, 18046746";0,194;Q3;10;20;62;763;47;62;0,76;38,15;56,41;0;12;Germany;Western Europe;"De Gruyter Open Ltd.";"2010-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3); Law (Q3)";"Economics, Econometrics and Finance; Social Sciences"
952;21100390414;"Scientific Papers of the University of Pardubice, Series D: Faculty of Economics and Administration";journal;"18048048, 1211555X";0,194;Q3;8;22;122;1415;114;122;1,12;64,32;57,41;0;17;Czech Republic;Eastern Europe;"University of Pardubice";"2014-2023";"Business, Management and Accounting (miscellaneous) (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
953;4000152131;"Global Economy Journal";journal;"15535304, 21945659";0,193;Q3;23;1;59;41;52;59;0,72;41,00;66,67;0;1;Singapore;Asiatic Region;"World Scientific";"2006-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3)";"Economics, Econometrics and Finance"
954;19700177546;"Industria";journal;"19738137, 00197416";0,193;Q3;12;12;84;937;45;84;0,28;78,08;29,63;0;10;Italy;Western Europe;"Societa Editrice Il Mulino";"2010-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3); Business and International Management (Q4); Management of Technology and Innovation (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
955;22495;"Innovations";journal;"12674982";0,193;Q4;13;24;76;1037;48;75;0,56;43,21;41,03;0;9;Belgium;Western Europe;"De Boeck Supérieur";"2001-2023";"Economics and Econometrics (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
956;21100464761;"Journal of Risk";journal;"17552842, 14651211";0,193;Q4;15;21;70;752;37;70;0,44;35,81;45,28;0;8;United States;Northern America;"Incisive Media Ltd.";"2011-2023";"Finance (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
957;5600153382;"Journal of the Economic and Social History of the Orient";journal;"00224995";0,193;Q4;33;25;80;2007;47;77;0,53;80,28;31,03;0;6;Netherlands;Western Europe;"Brill Academic Publishers";"1957, 1959-1976, 1978-2023";"History (Q2); Sociology and Political Science (Q3); Economics and Econometrics (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
958;21100856760;"Studies in Microeconomics";journal;"23218398, 23210222";0,193;Q3;7;30;49;1086;44;48;0,54;36,20;41,07;0;17;United Kingdom;Western Europe;"SAGE Publications Ltd";"2013-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3)";"Economics, Econometrics and Finance"
959;18700156730;"International Journal of Technoentrepreneurship";journal;"17465370, 17465389";0,192;Q4;10;4;16;289;19;16;0,83;72,25;28,57;0;0;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2007, 2009, 2011, 2015-2017, 2020, 2022";"Business and International Management (Q4); Economics and Econometrics (Q4); Management of Technology and Innovation (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
960;7700153202;"Investigaciones Regionales";journal;"16957253";0,192;Q3;21;21;66;1029;67;65;0,79;49,00;38,00;0;13;Spain;Western Europe;"Facultad de Ciencias Economicas - Universidad de Alcala";"2007-2023";"Development (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Geography, Planning and Development (Q3)";"Economics, Econometrics and Finance; Social Sciences"
961;22755;"Jurnal Ekonomi Malaysia";journal;"27166058, 01271962";0,192;Q3;13;42;101;2326;114;101;1,13;55,38;42,24;0;26;Malaysia;Asiatic Region;"Penerbit Universiti Kebangsaan Malaysia";"1981, 1983, 2006-2023";"Business, Management and Accounting (miscellaneous) (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
962;26283;"Revista Galega de Economia";journal;"11322799, 22555951";0,192;Q4;10;19;83;1190;57;80;0,63;62,63;33,33;0;7;Spain;Western Europe;"Universidad de Santiago de Compostela";"2001, 2003-2023";"Demography (Q3); Business, Management and Accounting (miscellaneous) (Q4); Development (Q4); Economics and Econometrics (Q4); Finance (Q4); Marketing (Q4); Organizational Behavior and Human Resource Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
963;21100408200;"Comparative Economic Research";journal;"15082008, 20826737";0,191;Q3;15;37;105;1345;74;105;0,64;36,35;62,50;0;28;Poland;Eastern Europe;"Lodz University Press";"2009-2013, 2015-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3)";"Economics, Econometrics and Finance"
964;21100782865;"Real Estate Management and Valuation";journal;"23005289";0,191;Q4;14;33;98;1326;77;98;0,75;40,18;44,78;0;17;Poland;Eastern Europe;"De Gruyter Open Ltd.";"2014-2023";"Economics and Econometrics (Q4); Finance (Q4); Marketing (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
965;21081;"Contributions to Political Economy";journal;"14643588, 02775921";0,190;Q4;22;11;20;547;13;20;0,75;49,73;20,00;0;2;United Kingdom;Western Europe;"Oxford University Press";"1982-2003, 2005-2023";"Sociology and Political Science (Q3); Economics and Econometrics (Q4)";"Economics, Econometrics and Finance; Social Sciences"
966;5700156119;"Global Business and Finance Review";journal;"23841648, 10886931";0,190;Q4;10;64;102;3536;127;102;1,20;55,25;34,55;0;32;South Korea;Asiatic Region;"People and Global Business Association";"2014-2023";"Business and International Management (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
967;21100200807;"International Journal of Monetary Economics and Finance";journal;"17520487, 17520479";0,190;Q4;14;28;113;1128;89;109;0,39;40,29;40,74;0;16;Switzerland;Western Europe;"Inderscience";"2011-2023";"Economics and Econometrics (Q4); Finance (Q4)";"Economics, Econometrics and Finance"
968;21101026989;"International Real Estate Review";journal;"21548919";0,190;Q4;18;18;61;764;32;60;0,46;42,44;44,74;0;6;United States;Northern America;"Global Social Science Institute";"1998-2023";"Demography (Q3); Urban Studies (Q3); Accounting (Q4); Economics and Econometrics (Q4); Finance (Q4); Geography, Planning and Development (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
969;21100325441;"Przeglad Wschodnioeuropejski";journal;"20811128";0,190;Q4;4;47;178;1429;24;177;0,12;30,40;46,43;0;5;Poland;Eastern Europe;"University of Warmia and Mazury in Olsztyn";"2014-2023";"Arts and Humanities (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q3); Economics and Econometrics (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
970;21100870382;"ABAC Journal";journal;"08580855";0,189;Q3;9;64;155;4148;277;153;1,92;64,81;48,04;0;23;Thailand;Asiatic Region;"Assumption University";"2018-2023";"Literature and Literary Theory (Q1); Economics, Econometrics and Finance (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3); Business, Management and Accounting (miscellaneous) (Q4); Education (Q4)";"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
971;11800154541;"Econ Journal Watch";journal;"1933527X";0,189;Q4;18;24;65;524;32;53;0,39;21,83;15,38;0;5;United States;Northern America;"Institute of Spontaneous Order Economics";"2008-2023";"Economics and Econometrics (Q4)";"Economics, Econometrics and Finance"
972;21101045283;"Journal of Medicinal Plants for Economic Development";journal;"26164809, 2519559X";0,189;Q4;4;11;24;493;20;24;0,83;44,82;45,71;0;6;South Africa;Africa;"AOSIS (Pty) Ltd";"2019-2023";"Economics and Econometrics (Q4); Plant Science (Q4)";"Agricultural and Biological Sciences; Economics, Econometrics and Finance"
973;21101060908;"Korean Journal of Financial Studies";journal;"27135543, 20058187";0,189;Q3;5;30;75;1224;50;75;0,54;40,80;35,09;0;8;South Korea;Asiatic Region;"Korean Securities Association";"2019-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3)";"Economics, Econometrics and Finance"
974;21100923619;"Economic Research Guardian";journal;"22478531";0,188;Q3;4;8;37;276;28;37;0,82;34,50;41,67;0;6;Romania;Eastern Europe;"Weissberg SRL";"2019-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3); Sociology and Political Science (Q3); Economics and Econometrics (Q4); Geography, Planning and Development (Q4)";"Economics, Econometrics and Finance; Social Sciences"
975;21101021921;"Journal of Property Tax Assessment and Administration";journal;"15483606, 13571419";0,188;Q4;3;10;23;224;12;23;0,60;22,40;29,41;0;1;United States;Northern America;"International Association of Assessing Officers";"2020-2022";"Law (Q3); Accounting (Q4); Economics and Econometrics (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
976;19700169301;"Revista de Economia Mundial";journal;"15760162";0,188;Q4;16;22;87;965;38;75;0,29;43,86;56,52;0;13;Spain;Western Europe;"Cambridge University Press";"2003-2023";"History (Q2); Political Science and International Relations (Q3); Social Sciences (miscellaneous) (Q3); Economics and Econometrics (Q4); Geography, Planning and Development (Q4); Transportation (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
977;21101028597;"Ledger";journal;"23795980";0,187;Q3;9;6;19;280;15;15;0,67;46,67;0,00;0;3;United States;Northern America;"University Library System, University of Pittsburgh";"2019-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3); Computer Science Applications (Q4); Computer Science (miscellaneous) (Q4); Software (Q4)";"Computer Science; Economics, Econometrics and Finance"
978;21101049095;"Ecology, Economy and Society";journal;"25816101, 25816152";0,186;Q4;6;22;66;757;42;48;0,65;34,41;39,29;0;9;India;Asiatic Region;"Indian Society for Ecological Economics (INSEE)";"2019-2023";"Forestry (Q3); Ecology (Q4); Ecology, Evolution, Behavior and Systematics (Q4); Economics and Econometrics (Q4); Global and Planetary Change (Q4); Nature and Landscape Conservation (Q4)";"Agricultural and Biological Sciences; Economics, Econometrics and Finance; Environmental Science"
979;21100396293;"International Journal of Electronic Finance";journal;"17460077, 17460069";0,186;Q4;20;32;38;1650;53;38;1,45;51,56;34,25;0;18;Switzerland;Western Europe;"Inderscience";"2006-2016, 2018-2023";"Computer Networks and Communications (Q4); Computer Science Applications (Q4); E-learning (Q4); Finance (Q4); Management of Technology and Innovation (Q4)";"Business, Management and Accounting; Computer Science; Economics, Econometrics and Finance; Social Sciences"
980;21101060495;"Journal of Entrepreneurial and Organizational Diversity";journal;"22818642";0,186;Q3;4;11;21;592;19;20;0,85;53,82;58,62;0;6;Italy;Western Europe;"EURICSE";"2019-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3); Organizational Behavior and Human Resource Management (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
981;21101016911;"Review of Economics";journal;"09485139, 2366035X";0,186;Q3;7;12;29;608;23;29;0,70;50,67;30,43;1;8;Germany;Western Europe;"De Gruyter Oldenbourg";"2016-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3)";"Economics, Econometrics and Finance"
982;14500154713;"Journal for Studies in Economics and Econometrics";journal;"03796205";0,185;Q4;10;22;50;1222;37;50;0,63;55,55;14,63;0;16;South Africa;Africa;"Routledge";"2008-2023";"Economics and Econometrics (Q4)";"Economics, Econometrics and Finance"
983;21101121574;"Journal of Housing Research";journal;"26911337, 10527001";0,185;Q3;21;23;31;906;25;27;0,90;39,39;41,18;0;10;United Kingdom;Western Europe;"Informa UK Limited";"1998-2000, 2004, 2007-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3); Urban Studies (Q3); Business, Management and Accounting (miscellaneous) (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
984;23584;"Journal of Real Estate Literature";journal;"09277544";0,185;Q3;23;8;30;450;27;30;0,93;56,25;33,33;0;2;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2003-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3); Urban Studies (Q3); Business, Management and Accounting (miscellaneous) (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
985;21101037294;"Religiovedenie";journal;"20728662, 27127575";0,185;Q4;3;62;172;1582;17;171;0,11;25,52;54,43;0;7;Russian Federation;Eastern Europe;"Amur State University";"2019-2023";"Religious Studies (Q1); Cultural Studies (Q2); Linguistics and Language (Q2); Economics and Econometrics (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
986;21101152137;"Revista de Defesa da Concorrencia";journal;"23182253";0,185;Q4;3;20;49;656;9;49;0,16;32,80;55,56;0;6;Brazil;Latin America;"Administrative Council for Economic Defense (CADE)";"2019-2023";"Law (Q3); Economics and Econometrics (Q4)";"Economics, Econometrics and Finance; Social Sciences"
987;21100930159;"Ekonomia i Srodowisko";journal;"08678898, 23006420";0,184;Q4;5;98;115;5101;85;114;0,99;52,05;54,11;0;78;Poland;Eastern Europe;"Wydawnictwo Ekonomia i Srodowisko";"2019-2023";"Ecology (Q4); Economics and Econometrics (Q4); Management, Monitoring, Policy and Law (Q4)";"Economics, Econometrics and Finance; Environmental Science"
988;21100258386;"Institutions and Economies";journal;"22321640, 22321349";0,184;Q3;15;21;61;1019;67;60;1,03;48,52;44,74;0;14;Malaysia;Asiatic Region;"University of Malaya";"2012-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3); Business, Management and Accounting (miscellaneous) (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
989;21101072364;"Proceedings of the Centre for Economic History Research";journal;"25349244, 26033526";0,184;Q3;5;32;82;671;20;82;0,25;20,97;39,47;0;14;Bulgaria;Eastern Europe;"Center for Economic and History Research (CEHR)";"2016-2022";"History (Q2); Economics, Econometrics and Finance (miscellaneous) (Q3)";"Arts and Humanities; Economics, Econometrics and Finance"
990;21100972603;"History of Retailing and Consumption";journal;"2373518X, 23735171";0,183;Q3;3;17;43;943;20;39;0,43;55,47;50,00;0;5;United Kingdom;Western Europe;"Routledge";"2019-2023";"History (Q2); Economics, Econometrics and Finance (miscellaneous) (Q3); Business, Management and Accounting (miscellaneous) (Q4)";"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance"
991;13500154704;"Ikonomicheski Izsledvania";journal;"02053292";0,183;Q3;11;83;209;3606;152;205;0,76;43,45;49,22;0;55;Bulgaria;Eastern Europe;"Bulgarska Akademiya na Naukite";"2008-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3)";"Economics, Econometrics and Finance"
992;21101085290;"International Journal of Applied Economics, Finance and Accounting";journal;"2577767X";0,183;Q3;5;95;83;4375;107;83;1,63;46,05;36,61;0;50;United States;Northern America;"Online Academic Press";"2019-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3); Accounting (Q4); Business, Management and Accounting (miscellaneous) (Q4); Development (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
993;21100198553;"International Journal of Banking, Accounting and Finance";journal;"17553830, 17553849";0,183;Q4;12;10;48;636;32;48;0,39;63,60;25,00;0;4;Switzerland;Western Europe;"Inderscience";"2008-2023";"Accounting (Q4); Economics and Econometrics (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
994;18400156721;"Journal of Economic Cooperation and Development";journal;"13087800";0,183;Q4;20;21;91;1045;72;90;0,52;49,76;31,71;0;15;Turkey;Middle East;"Statistical Economic and Social Research and Training Centre for Islamic Countries";"2009-2023";"Political Science and International Relations (Q3); Business and International Management (Q4); Economics and Econometrics (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
995;19700173106;"Argumenta Oeconomica";journal;"12335835";0,182;Q4;11;25;74;1407;49;74;0,81;56,28;51,79;0;14;Poland;Eastern Europe;"Wroclaw University Economics";"2009-2018, 2020-2023";"Economics and Econometrics (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
996;21101030394;"Business Informatics";journal;"25878158, 2587814X";0,182;Q4;11;24;73;897;65;73;1,04;37,38;33,33;0;8;Russian Federation;Eastern Europe;"National Research University, Higher School of Econoimics";"2017-2023";"Business and International Management (Q4); Economics and Econometrics (Q4); Information Systems (Q4); Management Information Systems (Q4); Management of Technology and Innovation (Q4)";"Business, Management and Accounting; Computer Science; Economics, Econometrics and Finance"
997;21100865012;"Economia Agro-Alimentare";journal;"19724802, 11261668";0,182;Q4;12;20;79;1054;60;70;0,82;52,70;34,00;0;16;Italy;Western Europe;"FrancoAngeli";"2012-2023";"Agricultural and Biological Sciences (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3); Agronomy and Crop Science (Q4); Business, Management and Accounting (miscellaneous) (Q4); Economics and Econometrics (Q4); Food Animals (Q4); Food Science (Q4); Geography, Planning and Development (Q4); Management, Monitoring, Policy and Law (Q4)";"Agricultural and Biological Sciences; Business, Management and Accounting; Economics, Econometrics and Finance; Environmental Science; Social Sciences; Veterinary"
998;19700200704;"International Journal of Business and Management Science";journal;"18376614, 1985692X";0,182;Q4;12;0;23;0;12;23;0,17;0,00;0,00;0;0;Australia;Pacific Region;"Society for Alliance, Fidelity and Advancement";"2008-2012, 2016-2021";"Business and International Management (Q4); Economics and Econometrics (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
999;21100820055;"Journal of Distribution Science";journal;"17383110, 20937717";0,182;Q4;15;128;344;5910;292;344;0,87;46,17;42,75;0;44;South Korea;Asiatic Region;"Korea Distribution Science Association (KODISA)";"2016-2023";"Business and International Management (Q4); Economics and Econometrics (Q4); Marketing (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1000;17700156006;"WSEAS Transactions on Business and Economics";journal;"11099526";0,182;Q4;22;230;436;9102;356;429;0,82;39,57;45,52;0;114;Greece;Western Europe;"World Scientific and Engineering Academy and Society";"2009-2015, 2017-2023";"Business and International Management (Q4); Economics and Econometrics (Q4); Finance (Q4); Marketing (Q4); Organizational Behavior and Human Resource Management (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1001;21100310035;"Economic Annals-XXI";journal;"17286239, 17286220";0,181;Q3;21;28;262;730;182;262;0,59;26,07;54,02;0;17;Ukraine;Eastern Europe;"Institute of Society Transformation";"2013-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Economics, Econometrics and Finance; Social Sciences"
1002;21100464708;"Journal of Credit Risk";journal;"17559723, 17446619";0,181;Q4;12;16;45;693;30;45;0,78;43,31;32,35;0;9;United States;Northern America;"Incisive Media Ltd.";"2011-2023";"Economics and Econometrics (Q4); Finance (Q4)";"Economics, Econometrics and Finance"
1003;21100855992;"International Journal of Computational Economics and Econometrics";journal;"17571170, 17571189";0,180;Q4;8;20;73;772;31;70;0,44;38,60;35,00;0;6;United Kingdom;Western Europe;"Inderscience";"2017-2023";"Computer Science Applications (Q4); Economics and Econometrics (Q4)";"Computer Science; Economics, Econometrics and Finance"
1004;21100828655;"Journal of Financial Therapy";journal;"19449771, 19457774";0,180;Q4;10;11;43;337;31;42;0,50;30,64;52,38;0;4;United States;Northern America;"New Prairie Press";"2017-2023";"Applied Psychology (Q4); Finance (Q4); Health (social science) (Q4); Social Psychology (Q4)";"Economics, Econometrics and Finance; Psychology; Social Sciences"
1005;11300153719;"Malaysian Journal of Economic Studies";journal;"15114554";0,180;Q3;14;15;47;675;38;47;0,81;45,00;53,33;0;10;Malaysia;Asiatic Region;"Malaysian Economic Association";"2007-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3)";"Economics, Econometrics and Finance"
1006;19900192309;"Review of Network Economics";journal;"14469022, 21945993";0,180;Q4;19;4;30;95;13;30;0,55;23,75;20,00;0;1;Germany;Western Europe;"Walter de Gruyter GmbH";"2010-2023";"Economics and Econometrics (Q4)";"Economics, Econometrics and Finance"
1007;21100828753;"Journal of Business Cycle Research";journal;"25097970, 25097962";0,179;Q4;8;14;38;616;29;37;0,86;44,00;13,79;1;2;Switzerland;Western Europe;"Springer International Publishing AG";"2016-2023";"Business and International Management (Q4); Economics and Econometrics (Q4); Finance (Q4); Statistics, Probability and Uncertainty (Q4)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance"
1008;21100228053;"Law and Development Review";journal;"19433867, 21946523";0,179;Q3;10;15;56;1143;33;54;0,58;76,20;11,11;0;14;Germany;Western Europe;"Walter de Gruyter GmbH";"2012-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3); Law (Q3); Development (Q4)";"Economics, Econometrics and Finance; Social Sciences"
1009;19700171003;"China: An International Journal";journal;"02197472";0,178;Q4;18;39;132;409;83;115;0,59;10,49;31,15;0;15;Singapore;Asiatic Region;"National University of Singapore";"2008-2023";"Social Sciences (miscellaneous) (Q3); Business and International Management (Q4); Economics and Econometrics (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
1010;21100903765;"Journal of Airport Management";journal;"17501946, 17501938";0,177;Q3;5;39;101;674;55;89;0,49;17,28;26,09;0;16;United Kingdom;Western Europe;"Henry Stewart Publications";"2018-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3); Business, Management and Accounting (miscellaneous) (Q4); Transportation (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
1011;21101068178;"Journal of Global Business and Trade";journal;"24704733, 19465130";0,177;Q4;4;46;57;2287;77;57;1,58;49,72;34,74;0;25;United States;Northern America;"International Academy of Global Business and Trade";"2019-2023";"Business and International Management (Q4); Business, Management and Accounting (miscellaneous) (Q4); Development (Q4); Economics and Econometrics (Q4); Finance (Q4); Management of Technology and Innovation (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
1012;19900192150;"Pacific Rim Property Research Journal";journal;"14445921, 22016716";0,177;Q3;21;1;32;24;21;30;0,72;24,00;66,67;0;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2000-2021";"Economics, Econometrics and Finance (miscellaneous) (Q3)";"Economics, Econometrics and Finance"
1013;21100931378;"Southeast Asian Journal of Economics";journal;"22868984, 24655120";0,177;Q3;3;15;46;704;25;46;0,50;46,93;48,28;0;11;Thailand;Asiatic Region;"Chulalognkorn University";"2019-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3); Business, Management and Accounting (miscellaneous) (Q4); Development (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
1014;21101058917;"China Finance and Economic Review";journal;"21965633, 20954638";0,176;Q3;10;24;74;644;40;74;0,72;26,83;43,86;0;17;Germany;Western Europe;"Walter de Gruyter GmbH";"2013-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3)";"Economics, Econometrics and Finance"
1015;21100244003;"Indian Journal of Finance";journal;"09738711";0,175;Q3;14;46;110;1886;114;109;1,09;41,00;30,77;0;21;India;Asiatic Region;"Associated Management Consultants Pvt. Ltd.";"2010-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3); Finance (Q4)";"Economics, Econometrics and Finance"
1016;21100829239;"Applied Econometrics";journal;"19937601, 24106445";0,174;Q3;12;28;81;972;32;81;0,35;34,71;44,00;0;11;Russian Federation;Eastern Europe;"Russian Presidental Academy of National Economy and Public Administration";"2006-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3); Economics and Econometrics (Q4)";"Economics, Econometrics and Finance"
1017;35154;"Berichte uber Landwirtschaft";journal;"00059080";0,174;Q4;13;22;124;837;35;123;0,29;38,05;38,10;0;14;Germany;Western Europe;"Landwirtschaftverlag Gmbh";"1973, 1976-1982, 1984-1987, 1993, 1996-2023";"Agronomy and Crop Science (Q4); Animal Science and Zoology (Q4); Economics and Econometrics (Q4)";"Agricultural and Biological Sciences; Economics, Econometrics and Finance"
1018;21100894526;"Journal of Energy Markets";journal;"17563615, 17563607";0,174;Q4;10;7;44;272;24;44;0,50;38,86;15,79;0;4;United Kingdom;Western Europe;"Infopro digital";"2013-2023";"Economics and Econometrics (Q4); Energy (miscellaneous) (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Energy"
1019;21101044919;"China Economist";journal;"16738837";0,173;Q3;3;20;84;612;35;83;0,43;30,60;35,00;0;17;China;Asiatic Region;"China Economist editorial department";"2020-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3)";"Economics, Econometrics and Finance"
