Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
339;21101045277;"LOGI - Scientific Journal on Transport and Logistics";journal;"23363037";0,303;Q3;8;30;67;794;95;67;1,35;26,47;44,30;0;20;Poland;Eastern Europe;"Sciendo";"2019-2023";"Automotive Engineering (Q2); Business and International Management (Q3); Civil and Structural Engineering (Q3); Management of Technology and Innovation (Q3); Management Science and Operations Research (Q3); Transportation (Q3)";"Business, Management and Accounting; Decision Sciences; Engineering; Social Sciences"
340;3900148214;"International Journal of Business Information Systems";journal;"17460972, 17460980";0,302;Q3;34;81;236;4629;319;235;1,03;57,15;28,71;0;20;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2005-2023";"Information Systems and Management (Q3); Management Information Systems (Q3); Management of Technology and Innovation (Q3)";"Business, Management and Accounting; Decision Sciences"
341;21100255064;"Mendel";journal;"18033814";0,302;Q3;15;32;51;1136;82;51;1,73;35,50;32,95;0;10;Czech Republic;Eastern Europe;"Brno University of Technology";"2005-2007, 2009-2023";"Computational Mathematics (Q3); Computer Science (miscellaneous) (Q3); Control and Systems Engineering (Q3); Decision Sciences (miscellaneous) (Q3); Artificial Intelligence (Q4); Theoretical Computer Science (Q4)";"Computer Science; Decision Sciences; Engineering; Mathematics"
342;19900191855;"Advances in Operations Research";journal;"16879155, 16879147";0,300;Q3;20;4;28;216;34;28;0,94;54,00;20,00;0;0;United States;Northern America;"Hindawi Publishing Corporation";"2009-2023";"Management Science and Operations Research (Q3)";"Decision Sciences"
343;21101071123;"Knowledge and Performance Management";journal;"26163829, 25435507";0,300;Q3;7;14;18;801;56;18;3,25;57,21;56,82;0;7;Ukraine;Eastern Europe;"LLC CPC Business Perspectives";"2019-2023";"Social Sciences (miscellaneous) (Q2); Business, Management and Accounting (miscellaneous) (Q3); Economics and Econometrics (Q3); Information Systems and Management (Q3); Management of Technology and Innovation (Q3); Marketing (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Social Sciences"
344;6000194782;"Games";journal;"20734336";0,289;Q3;22;75;239;2636;228;232;0,73;35,15;25,81;0;11;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2010-2023";"Applied Mathematics (Q3); Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)";"Decision Sciences; Mathematics"
345;5000153602;"Pesquisa Operacional";journal;"01017438";0,287;Q3;25;45;76;1679;82;73;0,93;37,31;29,70;0;9;Brazil;Latin America;"Sociedade Brasileira de Pesquisa Operacional";"2006-2023";"Management Science and Operations Research (Q3)";"Decision Sciences"
346;21100836589;"International Journal of Business Environment";journal;"17400589, 17400597";0,286;Q3;9;21;63;1825;88;63;1,20;86,90;32,26;0;10;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2017-2023";"Business and International Management (Q3); Management of Technology and Innovation (Q3); Management Science and Operations Research (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Decision Sciences"
347;4400151406;"International Journal of Operational Research";journal;"17457653, 17457645";0,286;Q3;32;76;223;3587;211;222;0,43;47,20;19,88;0;12;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2005-2023";"Management Science and Operations Research (Q3)";"Decision Sciences"
348;21100896926;"Creativity";journal;"23540036";0,284;Q3;9;8;60;357;60;60;1,28;44,63;47,06;0;1;Poland;Eastern Europe;"Sciendo";"2018-2022";"Visual Arts and Performing Arts (Q1); Arts and Humanities (miscellaneous) (Q2); Education (Q3); Social Psychology (Q3); Statistics, Probability and Uncertainty (Q3)";"Arts and Humanities; Decision Sciences; Psychology; Social Sciences"
349;4700152236;"International Journal of Globalisation and Small Business";journal;"14793059, 14793067";0,284;Q3;22;10;49;935;52;48;0,83;93,50;9,09;0;2;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2005-2023";"Business and International Management (Q3); Information Systems and Management (Q3); Management Science and Operations Research (Q3)";"Business, Management and Accounting; Decision Sciences"
350;21100825851;"International Journal of Business Performance and Supply Chain Modelling";journal;"17589401, 1758941X";0,283;Q3;19;20;56;911;69;56;0,98;45,55;26,53;0;9;United Kingdom;Western Europe;"Inderscience";"2009-2023";"Business and International Management (Q3); Management Science and Operations Research (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Decision Sciences"
351;6200180167;"International Journal of Technology Intelligence and Planning";journal;"17402832, 17402840";0,281;Q3;19;0;11;0;22;11;1,88;0,00;0,00;0;0;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2004-2022";"Information Systems and Management (Q3); Management Information Systems (Q3); Management of Technology and Innovation (Q3)";"Business, Management and Accounting; Decision Sciences"
352;21100923463;"Statistical Theory and Related Fields";journal;"24754277, 24754269";0,281;Q4;8;31;101;744;50;100;0,36;24,00;52,46;0;3;United States;Northern America;"Routledge";"2017-2023";"Analysis (Q3); Applied Mathematics (Q3); Computational Theory and Mathematics (Q3); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Computer Science; Decision Sciences; Mathematics"
353;21100394266;"International Journal of Agile Systems and Management";journal;"17419174, 17419182";0,279;Q3;27;20;64;1454;119;64;1,36;72,70;36,54;0;8;Switzerland;Western Europe;"Inderscience";"2006-2009, 2011-2023";"Multidisciplinary (Q2); Computer Science (miscellaneous) (Q3); Decision Sciences (miscellaneous) (Q3); Engineering (miscellaneous) (Q3); Industrial and Manufacturing Engineering (Q3); Management Information Systems (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering; Multidisciplinary"
354;21100943826;"Journal of Transport and Supply Chain Management";journal;"19955235, 23108789";0,278;Q3;9;23;80;1246;101;74;1,17;54,17;31,25;0;16;South Africa;Africa;"AOSIS (Pty) Ltd";"2018-2023";"Industrial and Manufacturing Engineering (Q3); Information Systems and Management (Q3); Management Information Systems (Q3); Management Science and Operations Research (Q3); Transportation (Q3)";"Business, Management and Accounting; Decision Sciences; Engineering; Social Sciences"
355;21100803316;"Valori e Valutazioni";journal;"20362404";0,276;Q3;15;26;84;1533;105;76;1,20;58,96;66,67;0;23;Italy;Western Europe;"Societa Italiana di Estimo e Valutazione (SIEV)";"2016-2023";"Law (Q2); Decision Sciences (miscellaneous) (Q3); Finance (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Social Sciences"
356;27334;"Network Security";trade journal;"13534858";0,275;Q3;30;0;102;0;125;102;0,73;0,00;0,00;0;0;United Kingdom;Western Europe;"MA Healthcare Ltd";"1994-2021";"Computer Networks and Communications (Q3); Information Systems and Management (Q3); Safety, Risk, Reliability and Quality (Q3)";"Computer Science; Decision Sciences; Engineering"
357;19700201511;"Interdisciplinary Journal of Information, Knowledge, and Management";journal;"15551237, 15551229";0,272;Q3;30;35;55;2577;117;55;2,21;73,63;26,80;0;21;United States;Northern America;"Informing Science Institute";"2006-2023";"Computer Science (miscellaneous) (Q3); Information Systems and Management (Q3)";"Computer Science; Decision Sciences"
358;21100202502;"International Journal of Mathematics in Operational Research";journal;"17575850, 17575869";0,272;Q3;29;74;206;2835;272;206;0,98;38,31;40,29;0;12;Switzerland;Western Europe;"Inderscience";"2009-2023";"Decision Sciences (miscellaneous) (Q3); Modeling and Simulation (Q3)";"Decision Sciences; Mathematics"
359;21101055969;"Sinergie";journal;"03935108";0,272;Q4;8;32;94;2348;118;89;1,21;73,38;62,86;0;19;Italy;Western Europe;"Fondazione Cueim";"2019-2023";"Business, Management and Accounting (miscellaneous) (Q3); Management Science and Operations Research (Q4)";"Business, Management and Accounting; Decision Sciences"
360;21100945715;"Journal of International Logistics and Trade";journal;"25087592, 17382122";0,270;Q4;8;13;42;649;62;42;1,27;49,92;23,08;0;9;South Korea;Asiatic Region;"Jungseok Research Institute of International Logistics and Trade";"2018-2023";"Economics and Econometrics (Q3); Management Information Systems (Q3); Marketing (Q3); Transportation (Q3); Management Science and Operations Research (Q4)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Social Sciences"
361;21100456788;"International Journal on Food System Dynamics";journal;"18696945";0,269;Q4;22;27;92;1360;94;92;1,07;50,37;49,37;0;13;Germany;Western Europe;"CENTMA Research";"2010-2023";"Business and International Management (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Environmental Science (miscellaneous) (Q3); Food Science (Q3); Geography, Planning and Development (Q3); Transportation (Q3); Management Science and Operations Research (Q4)";"Agricultural and Biological Sciences; Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Environmental Science; Social Sciences"
362;20100195036;"International Journal of Healthcare Information Systems and Informatics";journal;"15553396, 1555340X";0,268;Q3;19;20;87;682;147;87;1,61;34,10;30,23;0;8;United States;Northern America;"IGI Global Publishing";"2006-2023";"Information Systems (Q3); Information Systems and Management (Q3); Medicine (miscellaneous) (Q3)";"Computer Science; Decision Sciences; Medicine"
363;4700151504;"International Journal of Logistics Systems and Management";journal;"17427975, 17427967";0,268;Q3;37;67;223;4307;317;222;0,86;64,28;23,70;0;22;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2004-2023";"Information Systems and Management (Q3); Management Information Systems (Q3); Management Science and Operations Research (Q4)";"Business, Management and Accounting; Decision Sciences"
364;21100407607;"Statistics in Transition";journal;"24500291, 12347655";0,268;Q4;12;77;158;1710;106;153;0,55;22,21;41,50;0;23;Poland;Eastern Europe;"";"2015-2023";"Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Mathematics"
365;21101050920;"Business, Management and Economics Engineering";journal;"2669249X, 26692481";0,267;Q4;8;17;62;956;121;62;1,64;56,24;63,64;0;10;Lithuania;Eastern Europe;"Vilnius Gediminas Technical University";"2021-2023";"Business and International Management (Q3); Development (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Management of Technology and Innovation (Q3); Strategy and Management (Q3); Management Science and Operations Research (Q4)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Social Sciences"
366;21100211724;"Intelligent Decision Technologies";journal;"18724981, 18758843";0,266;Q4;19;84;172;3718;211;163;1,00;44,26;42,54;0;18;Netherlands;Western Europe;"IOS Press BV";"2007-2023";"Computer Vision and Pattern Recognition (Q3); Artificial Intelligence (Q4); Human-Computer Interaction (Q4); Software (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Computer Science; Decision Sciences; Mathematics"
367;21101032143;"Journal of Logistics, Informatics and Service Science";journal;"24092665";0,260;Q3;8;77;104;2836;209;104;1,98;36,83;33,33;0;32;Hong Kong;Asiatic Region;"";"2020-2023";"Computer Networks and Communications (Q3); Information Systems (Q3); Information Systems and Management (Q3); Management Information Systems (Q3); Management of Technology and Innovation (Q3)";"Business, Management and Accounting; Computer Science; Decision Sciences"
368;21100285029;"International Journal of Information and Decision Sciences";journal;"17567017, 17567025";0,259;Q3;18;20;62;951;86;62;0,39;47,55;36,17;0;4;Switzerland;Western Europe;"Inderscience";"2008, 2011, 2013-2023";"Information Systems and Management (Q3); Management of Technology and Innovation (Q3); Strategy and Management (Q3); Computer Science Applications (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences"
369;21100894851;"International Journal of Supply and Operations Management";journal;"23831359, 23832525";0,254;Q3;11;28;83;1581;120;83;1,41;56,46;25,93;0;13;Iran;Middle East;"Kharazmi University";"2018-2023";"Civil and Structural Engineering (Q3); Information Systems and Management (Q3); Management Information Systems (Q3); Transportation (Q3); Management Science and Operations Research (Q4)";"Business, Management and Accounting; Decision Sciences; Engineering; Social Sciences"
370;21100207616;"International Journal of Sociotechnology and Knowledge Development";journal;"19416253, 19416261";0,253;Q3;16;9;104;1075;149;104;1,20;119,44;33,33;0;7;United States;Northern America;"IGI Global Publishing";"2009-2023";"Information Systems and Management (Q3); Computer Science Applications (Q4)";"Computer Science; Decision Sciences"
371;4000151802;"International Journal of Management and Decision Making";journal;"14624621, 17415187";0,252;Q3;27;15;65;1023;108;65;1,30;68,20;16,00;0;8;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2000, 2002-2023";"Decision Sciences (miscellaneous) (Q3)";"Decision Sciences"
372;21101176015;"Data and Metadata";journal;"29534917";0,251;Q3;15;90;44;2347;178;44;4,05;26,08;35,00;0;40;Argentina;Latin America;"Editorial Salud, Ciencia y Tecnología";"2022-2023";"Computer Science (miscellaneous) (Q3); Information Systems (Q3); Information Systems and Management (Q3); Health Information Management (Q4)";"Computer Science; Decision Sciences; Health Professions"
373;11900154344;"Foundations and Trends in Technology, Information and Operations Management";journal;"15719545";0,251;Q4;17;8;22;125;14;21;0,75;15,63;25,00;0;1;United States;Northern America;"Now Publishers Inc";"2005, 2007-2014, 2016-2023";"Management Science and Operations Research (Q4)";"Decision Sciences"
374;21100842159;"International Review of Applied Sciences and Engineering";journal;"20620810, 20634269";0,249;Q4;11;46;108;1701;153;107;1,29;36,98;23,33;0;23;Hungary;Eastern Europe;"Akademiai Kiado";"2017-2023";"Architecture (Q2); Engineering (miscellaneous) (Q3); Environmental Engineering (Q3); Information Systems (Q3); Materials Science (miscellaneous) (Q3); Management Science and Operations Research (Q4)";"Computer Science; Decision Sciences; Engineering; Environmental Science; Materials Science"
